id,e_code,title,info,e_type,halal_status
555,E927B,Urea (Carbamide),"Obtained from ammonia and carbon dioxide. Used as nutrient in fermented products. 
 . According to the JECFA informed by the WHO, the use at levels of up to 3% in chewing gum (only foods allowed to date, undated) is not a cause for concern. 
 It is known that the pure substance causes acute effects (ingestion) nausea, vomiting, abdominal pain, diuretic effect and sore throat. 
 Data among other mutagens, reprotoxic and tumorigenic reported by the American RTECS. 
 Some other users: pharmaceutical products, cosmetics, ruminants of reproduction (urea as a nutritional additive in the diet, some sectors of differentiated quality prohibit their use), teeth whitening (carbamide peroxide).",Flour treatment agent,Halal
558,E928,Benzoyl peroxide,"Obtained from benzoylchloride and sodium peroxide. 
  This product explodes in the dry state with shock, friction or high temperature. 
 It is known that the pure substance is very dangerous by ingestion (acute or chronic effects). It is also very reactive and oxidizing, it is an explosive when it is not diluted. 
 It is used for pharmaceutical products (including anti-acne with possible side effects), cosmetics as an active ingredient in teeth whitening systems, hair dyes and others",Flour bleaching agent,Halal
559,E929,Acetone peroxide,"Acetone peroxide is a primary explosive discovered in 1895 by Richard Wolffenstein. 
 It is a family of unstable molecules that consist of cyclic organic peroxides. 
 More often it is in the form of a white crystalline powder. It has a characteristic pungent smell. 
 Pure acetone peroxide is a compound known to be very unstable and explosive. 
 It is made of hydrogen peroxide and acetone, two chemicals that are questionable or harmful by ingestion.",Flour bleaching agent,Doubtful
560,E930,Calcium peroxide,"Calcium peroxide dissolves in acids to form hydrogen peroxide. 
 Bread enhancer and bleaching agent for flour but practically not used. 
 Pure calcium peroxide is a strong oxidizing agent with acute effects and is corrosive and very dangerous by ingestion, inhalation and contact. 
 The users of calcium peroxide are cosmetics, agriculture, aquaculture and soil restoration and others.",Flour bleaching agent,Doubtful
561,E938,Argon,"Natural inert gas and propellant. Found in Canned products. 
 Argon is a rare, colorless, tasteless and odorless gas that constitutes 0.9% of the air we breathe in the earth, it is used as a propellant (in aerosols) and gas for packaging.    Its non-reactive nature makes it compatible with food products. 
 Products without oxygen are protected against oxidation damage and are also protected against the invasion of bacteria and fungi. 
 Obtained commercially by distillation of liquid air. 
 No side effects were found.",Stabiliser,Doubtful
562,E939,Helium,"Natural inert gas and propellant.  Helium is a gas. 
 It is used as a propellant and as a stabilizer for packaged products. 
 Including products sensitive to air or oxygen, such as dairy products. 
 Like other noble gases, helium is extremely stable and does not easily form compounds with other elements.  
 Helium, which is neutral under standard conditions, is non-toxic, has no biological role and is found in minute quantities in human blood.  
 For large-scale use, helium is extracted by fractional distillation of natural gas, which can contain up to 7%.  
 No side effects have been found. In large quantities it causes the voice to become sharper for a few seconds.",Stabiliser,Doubtful
563,E940,Dichlorodifluormethane,"The dichlorodifluoromethane E940 is listed as gaz propellant. 
 It is used as an additive for food and cosmetics. 
 Dichlorodifluoromethane is also sold under the name Freon-12 or R12 according to the list of fluorinated and refrigerant gases, it is a chlorofluorocarbon dangerous to the ozone layer and is used as a propellant in aerosols until its manufacture was banned in 1995. 
 This is a greenhouse gas used as a propellant in aerosols. 
 According to the consulted sources, the additive E940 can be reported as toxic, it is not particularly good for human health but there are few risks in low doses, on the other hand, in large doses it can be carcinogenic.",Propellant,Doubtful
564,E941,Nitrogen,"Natural inert gas and propellant. Nitrogen is a gas.  It is used as a propellant and as a stabilizer for packaged products. 
 It is also used as a freezing agent, especially in some kitchens they use it for desserts (such as to aerate some creams or mousses in order to give it more creaminess). 
 No side effects have been found.",Stabiliser,Doubtful
565,E942,Nitrous oxide,"Natural inert gas and propellant. Natural greenhouse gas, manufactured chemically from ammonium nitrate. 
 Also called nitrous oxide, it is classified as a pollutant by the Kyoto Protocol. 
 Sometimes it is reported to be toxic, but it is considered safe if it is used only as a propellant in the diet and not in high doses. 
 Its use is not recommended during the first trimester of pregnancy. 
 Nitrous oxide is also found in: pharmaceuticals (general anesthesia) and cosmetics (propellant).",Antioxidant,Doubtful
566,E943A,Butane ,"Butane is obtained from petroleum fractions by pressure distillation of G.P.L (liquefied petroleum gases). 
 It is also a component of lit cigarettes. Butane is used or intended to be used to displace or suppress oxygen in the processing, storage or packaging of beverage products and other foods, with the exception of fresh meat. 
 It is a propeller in pastry pumps made of vegetable oil. No side effects known to date in the use of food. 
 There are carcinogenic effects in laboratory animals. In high doses, pure butane is potentially narcotic. Butane E 943a contains very small and harmful residual amounts: methane and butadiene (a known carcinogen).",Propellant,Doubtful
567,E943B,Isobutane ,"The hydrocarbon is found as a gas under normal conditions of temperature and pressure. 
 The main source of isobutane is the refining of crude oil by catalytic or reformed cracking and natural gas fields. 
 Very flammable It can ignite in the presence of static electricity. It is particularly a propeller in vegetable oil-based pastry pumps. 
 This gas is odorless and colorless and the odor is so strong that the cylinders are added later for greater safety in the event of a gas leak. 
 It is used as fuel, solvent, coolant and food additive. 
 It is used in aerosols such as oil sprays, butter, cream and other products.",Propellant ,Doubtful
570,E944,Propane,"Gas derived from other petroleum products by thermochemical processes of gas or oil. 
 It is commonly used as a source of chemical energy by combustion in internal combustion engines, barbecues and boilers. 
 It is used as fuel, solvent, coolant and food additive. 
 It is used, among other things, for vegetable oils and aqueous emulsions to spray. 
 It is also used as a propellant in cosmetics, pharmaceuticals, as well as fuel or fuel.",Propellant ,Doubtful
571,E945,Chloropentafluorethane,"Chloropentafluoroethane is a chlorofluorocarbon (CFC) used as a refrigerant. It is a transparent, colorless gas with an ethereal smell. 
 Vapors may cause dizziness or suffocation without warning. 
 Contact with this gas or liquefied gas can cause burns, serious injury and / or freezing.  
 It is prohibited by the Montreal Protocol because of its potential to destroy ozone. This prohibition does not affect industrial foods and certain medical applications.",Propellant ,Doubtful
572,E946,Octafluorcyclobutane,"Transparent, colorless gas with an ethereal (weak) odor. Octafluorocyclobutane vapors may cause dizziness or suffocation without warning. 
 Fire can produce irritating, corrosive and / or toxic gases. 
  In animals, the acute effects of this pure gas by inhalation are: possibility of cardiac arrhythmia, possibility of bronchoconstriction.",Propellant ,Doubtful
573,E948,Oxygen,"Natural gas. Oxygen, commonly known as oxygen, is a transparent, colorless, odorless, tasteless and non-flammable gas. It is obtained by distillation of the air. 
 It is used in aerosols such as oil sprays, butter, cream and other products. It is also used for packaging. 
 
 Acceptable daily intake is not determined.",Propellant,Doubtful
574,E949,Hydrogen,"Natural gas. Hydrogen, commonly known as hydrogen, is a colorless and odorless natural gas, very abundant, present in water and all organic components. 
 It is obtained by natural gas catalysis. It is the most abundant element in the universe. 
 It is used in aerosols such as oil sprays, butter, cream and other products. It is also used for packaging.",Packaging gas,Doubtful
